TIC,waiting_time_type,t_prev_btjd,t_curr_btjd,exposure_days,z_global
270676943,interevent,2329.973582095687,2342.3192166998133,11.067868400618408,1.6559581590894579
270676943,interevent,2342.3192166998133,2347.701080793676,4.416586316343455,0.6608031358109708
270676943,interevent,2347.701080793676,2355.089893538491,7.388812744815368,1.1055032737900579
270676943,interevent,2355.089893538491,2359.9592837449336,4.869390206442404,0.7285509865384789
270676943,interevent,2359.9592837449336,2967.593272723112,5.388884818949009,0.8062770048687351
270676943,interevent,2967.593272723112,2971.419597854394,3.615676982961304,0.5409722616716499
270676943,interevent,2971.419597854394,2971.75570277119,0.3361049167961027,0.05028752232430695
270676943,interevent,2971.75570277119,2971.815423883756,0.0597211125659669,0.008935384849533188
270676943,interevent,2971.815423883756,2973.7806638833745,1.9652399996184613,0.29403631251662876
270676943,interevent,2973.7806638833745,3069.553638838744,14.84245411677739,2.2207061112341315
270676943,interevent,3069.553638838744,3073.0647073558694,3.5110685171252958,0.5253208971775356
270676943,interevent,3073.0647073558694,3100.3116616013026,25.53168804239158,3.8200135381771214
270676943,interevent,3100.3116616013026,3103.1727643183967,2.861102717094127,0.428073972048702
