TIC,waiting_time_type,t_prev_btjd,t_curr_btjd,z_hawkes
359740883,interevent,2284.022367831564,2284.125147115128,0.01876122888514465
359740883,interevent,2284.125147115128,2286.1848975689823,0.45554701062748126
359740883,interevent,2286.1848975689823,2287.780750203791,0.3988149351947372
359740883,interevent,2287.780750203791,2295.048865064843,1.541795998625057
359740883,interevent,2295.048865064843,2295.6919256334468,0.15763767325246675
359740883,interevent,2295.6919256334468,2297.3669371042056,0.46621149997111655
359740883,interevent,2297.3669371042056,2299.2780582701566,0.5719002748936035
359740883,interevent,2299.2780582701566,2302.791956924053,1.0596703637082519
359740883,interevent,2302.791956924053,2303.898901901497,0.34602550665156045
359740883,interevent,2303.898901901497,2310.280836878628,1.5038783565045648
359740883,interevent,2310.280836878628,2310.821113303436,0.15729478931607854
359740883,interevent,2310.821113303436,2318.0238475685696,1.989344717030158
359740883,interevent,2318.0238475685696,2318.405788169275,0.10446464314237283
359740883,interevent,2318.405788169275,2324.75988953794,1.3563209173874302
359740883,interevent,2324.75988953794,2326.2612599501776,0.39882651752150367
359740883,interevent,2326.2612599501776,2328.295954096625,0.5867899339141136
359740883,interevent,2328.295954096625,2330.6292506269315,0.7039872374652414
359740883,interevent,2330.6292506269315,2330.712582544032,0.027650182994593046
359740883,interevent,2330.712582544032,2331.201462962598,0.1838043687529271
359740883,interevent,2331.201462962598,2990.407658573071,0.7178470259325397
359740883,interevent,2990.407658573071,2990.436826058146,0.003898954625755742
359740883,interevent,2990.436826058146,2991.246570661443,0.14670196599028096
359740883,interevent,2991.246570661443,2993.816082268312,0.5517562080792023
359740883,interevent,2993.816082268312,2995.8327980169606,0.4327956801436979
359740883,interevent,2995.8327980169606,2996.970324384839,0.3062222083011912
359740883,interevent,2996.970324384839,2996.989769271899,0.006055677755905537
359740883,interevent,2996.989769271899,2998.184240404887,0.41694898912152545
359740883,interevent,2998.184240404887,2999.360654680388,0.4392221539170103
359740883,interevent,2999.360654680388,2999.366210354139,0.002280967770164691
359740883,interevent,2999.366210354139,2999.5148246202725,0.06821798846120097
359740883,interevent,2999.5148246202725,3005.331615332683,2.359126080104196
359740883,interevent,3005.331615332683,3006.110796826925,0.3040193874967939
359740883,interevent,3006.110796826925,3008.392781668019,0.8335462199999522
359740883,interevent,3008.392781668019,3008.556673290769,0.06910420865746078
359740883,interevent,3008.556673290769,3008.566395674578,0.004570046193160186
359740883,interevent,3008.566395674578,3011.709499489161,1.476667639094889
359740883,interevent,3011.709499489161,3013.360911048041,0.7415085415276769
359740883,interevent,3013.360911048041,3013.5942475562906,0.11022855943725501
359740883,interevent,3013.5942475562906,3013.5998031877834,0.002885874614961485
359740883,interevent,3013.5998031877834,3013.773416686765,0.09839647949262556
359740883,interevent,3013.773416686765,3041.373560444381,0.267346429618928
359740883,interevent,3041.373560444381,3043.959663241539,0.4683276772376724
359740883,interevent,3043.959663241539,3044.0027186009743,0.009549623798545062
359740883,interevent,3044.0027186009743,3048.972128614049,1.142351118728258
359740883,interevent,3048.972128614049,3051.8915430916627,0.7050256293367166
359740883,interevent,3051.8915430916627,3052.2262614680667,0.09099966220523291
359740883,interevent,3052.2262614680667,3054.285958836854,0.621098924449384
359740883,interevent,3054.285958836854,3056.699819972196,0.6851841873878726
359740883,interevent,3056.699819972196,3056.756763734086,0.019393627039174285
359740883,interevent,3056.756763734086,3057.7275848985705,0.36801574483212474
359740883,interevent,3057.7275848985705,3058.03174755034,0.12604577419535357
359740883,interevent,3058.03174755034,3058.04285851296,0.005121995639740833
359740883,interevent,3058.04285851296,3058.0484139942705,0.0028416560063249845
359740883,interevent,3058.0484139942705,3062.003909540531,1.9521810297339766
359766629,initial,2333.854319276754,2342.2925544893283,0.6999578816858589
359766629,interevent,2342.2925544893283,2349.43008616967,0.7537852551338041
359766629,interevent,2349.43008616967,2349.442586187401,0.00202903481129248
359766629,interevent,2349.442586187401,2382.989410760309,4.0301082564731265
359766954,initial,1596.7713100183755,1605.5941753344312,0.7318632346042169
359766954,interevent,1605.5941753344312,1618.0734332009513,1.3051887867172987
359766954,interevent,1618.0734332009513,1619.8553829261552,0.263083048505987
359766954,interevent,1619.8553829261552,1629.8178474765857,1.4140262229622829
359766954,interevent,1629.8178474765857,1633.5817086920056,0.6391081589342211
359766954,interevent,1633.5817086920056,1635.3650246649554,0.35589585470551044
359766954,interevent,1635.3650246649554,1635.9525182278662,0.1401194136317008
359766954,interevent,1635.9525182278662,1645.8384679389385,1.953017410919299
359766954,interevent,1645.8384679389385,1646.5287329068651,0.1528900284996795
359766954,interevent,1646.5287329068651,1648.5106385781778,0.5043221618280903
359766954,interevent,1648.5106385781778,1650.1356043284782,0.45319852280464185
359766954,interevent,2334.607734494727,2347.725901576746,1.4015478937989212
