TIC,Sector,Orbit,Start_BTJD,End_BTJD
150068381,33,73,2201.729388698004,2213.86132157268
150068381,33,74,2215.430766017642,2227.5696549103595
150068381,34,75,2228.750210466329,2240.902976674028
150068381,34,76,2241.9863100075163,2254.062698900234
150068381,35,77,2254.9863100117072,2266.1043539959937
150068381,35,77,2266.3751873290166,2267.146020662505
150068381,35,78,2268.583520662971,2279.979353998322
150068381,36,79,2280.902965109796,2292.8543424261734
150068381,36,80,2293.7918424261734,2305.9862868711352
150068381,38,83,2333.854319276754,2346.3334859414026
150068381,38,84,2347.2987637189217,2360.5487521416508
150068381,39,85,2361.770974363666,2374.8543076934293
150068381,39,86,2375.86125213746,2389.715407225769
150068381,61,129,2962.7938563008797,2969.3332081544213
150068381,61,129,2969.543856302742,2975.1966225081123
150068381,61,130,2975.407270656433,2982.1896780659445
150068381,61,130,2982.400326214265,2988.2244002898224
150068381,62,131,2988.435048438143,2994.881807698868
150068381,62,131,2995.092455847189,3000.9234627927653
150068381,62,132,3001.134110941086,3007.53457390517
150068381,62,132,3007.7452220534906,3014.152629461605
150068381,63,133,3014.3632776099257,3021.187351684552
150068381,63,133,3021.3979998328723,3027.3910438148305
150068381,63,134,3027.601691963151,3034.0901178894565
150068381,63,134,3034.300766037777,3040.8979882597923
150068381,64,135,3041.108636408113,3048.1132544633
150068381,64,135,3048.3239026116207,3054.752143351827
150068381,64,135,3054.754458166659,3055.078532240819
150068381,64,136,3055.289180388674,3062.21742112888
150068381,64,136,3062.428069277201,3068.029921127949
150068381,66,139,3097.6687868623994,3104.88869426772
150068381,66,139,3105.0993424160406,3111.9743424137123
150068381,66,140,3112.184990562033,3119.076194263529
150068381,66,140,3119.2451757448725,3124.2405345398
150068381,66,140,3124.272941946984,3126.4257197240368
150068381,67,141,3126.6363678723574,3133.1132197217084
150068381,67,141,3133.323867870029,3140.2497937935404
150068381,67,142,3140.460441941861,3147.703497495037
150068381,67,142,3147.91413406888,3154.395615548361
150094956,43,93,2474.166761370376,2486.1250831289217
150094956,43,94,2487.180638684425,2498.888972017914
150095585,43,93,2474.166761370376,2486.1250831289217
150095585,43,94,2487.180638684425,2498.888972017914
150173438,44,95,2500.1875831289217,2511.7223053518683
150173438,44,96,2513.2014604443684,2519.4167382232845
150173438,44,96,2519.4236826677807,2524.4375715572387
151584725,5,17,1437.97971276287,1450.1880460991524
151584725,5,18,1451.563046099618,1464.2713678628206
151584725,6,19,1468.2713678642176,1477.0213678670116
151584725,6,20,1478.1047012005,1490.0421896306798
151584725,7,21,1491.625522964634,1503.0213563013822
151584725,7,22,1504.7088563023135,1516.0838447315618
151584725,32,71,2174.222455819603,2185.9377220263705
151584725,32,72,2186.9446664713323,2200.2293886975385
151584725,33,73,2201.729388698004,2213.86132157268
151584725,33,74,2215.430766017642,2227.5696549103595
151628056,5,17,1437.97971276287,1450.1880460991524
151628056,5,18,1451.563046099618,1464.2713678628206
152370762,5,17,1437.97971276287,1450.1880460991524
152370762,5,18,1451.563046099618,1464.2713678628206
152370762,31,69,2144.514134055469,2157.451622482855
152370762,31,70,2158.861344705336,2169.944678040687
152370762,32,71,2174.222455819603,2185.9377220263705
152370762,32,72,2186.9446664713323,2200.2293886975385
152377452,12,31,1624.958798439242,1638.9796317690052
152377452,12,32,1640.0421317685395,1652.875453523826
152560209,3,13,1381.7089025736786,1382.5214025736786
152560209,3,13,1382.6047359071672,1383.62556924019
152560209,3,13,1383.6672359071672,1384.2714025736786
152560209,3,13,1384.31306924019,1385.87556924019
152560209,3,13,1385.93806924019,1395.4380692397244
152560209,3,13,1395.583902573213,1396.458902573213
152560209,3,13,1396.5005692397244,1396.5630692397244
152560209,3,14,1396.646402573213,1409.3755576661788
152560209,4,15,1410.917224333156,1413.2505576666445
152560209,4,15,1413.2713909996671,1418.4797243336216
152560209,4,15,1421.2297243340872,1423.5005576675758
152560209,4,16,1424.5630576680414,1436.833879429381
152560209,5,17,1437.97971276287,1450.1880460991524
152560209,5,18,1451.563046099618,1464.2713678628206
152560209,32,71,2174.222455819603,2185.9377220263705
152560209,32,72,2186.9446664713323,2200.2293886975385
153710618,4,15,1410.917224333156,1413.2505576666445
153710618,4,15,1413.2713909996671,1418.4797243336216
153710618,4,15,1421.2297243340872,1423.5005576675758
153710618,4,16,1424.5630576680414,1436.833879429381
153710618,5,17,1437.97971276287,1450.1880460991524
153710618,5,18,1451.563046099618,1464.2713678628206
153710618,31,69,2144.514134055469,2157.451622482855
153710618,31,70,2158.861344705336,2169.944678040687
153713422,4,15,1410.917224333156,1413.2505576666445
153713422,4,15,1413.2713909996671,1418.4797243336216
153713422,4,15,1421.2297243340872,1423.5005576675758
153713422,4,16,1424.5630576680414,1436.833879429381
153713422,5,17,1437.97971276287,1450.1880460991524
153713422,5,18,1451.563046099618,1464.2713678628206
153713422,31,69,2144.514134055469,2157.451622482855
153713422,31,70,2158.861344705336,2169.944678040687
153713422,32,71,2174.222455819603,2185.9377220263705
153713422,32,72,2186.9446664713323,2200.2293886975385
153713427,4,15,1410.917224333156,1413.2505576666445
153713427,4,15,1413.2713909996671,1418.4797243336216
153713427,4,15,1421.2297243340872,1423.5005576675758
153713427,4,16,1424.5630576680414,1436.833879429381
153713427,5,17,1437.97971276287,1450.1880460991524
153713427,5,18,1451.563046099618,1464.2713678628206
153713427,31,69,2144.514134055469,2157.451622482855
153713427,31,70,2158.861344705336,2169.944678040687
153713427,32,71,2174.222455819603,2185.9377220263705
153713427,32,72,2186.9446664713323,2200.2293886975385
153781478,12,31,1624.958798439242,1638.9796317690052
153781478,12,32,1640.0421317685395,1652.875453523826
153797977,4,15,1410.917224333156,1413.2505576666445
153797977,4,15,1413.2713909996671,1418.4797243336216
153797977,4,15,1421.2297243340872,1423.5005576675758
153797977,4,16,1424.5630576680414,1436.833879429381
153797977,5,17,1437.97971276287,1450.1880460991524
153797977,5,18,1451.563046099618,1464.2713678628206
153797977,31,69,2144.514134055469,2157.451622482855
153797977,31,70,2158.861344705336,2169.944678040687
153834085,5,17,1437.97971276287,1450.1880460991524
153834085,5,18,1451.563046099618,1464.2713678628206
153834085,31,69,2144.514134055469,2157.451622482855
153834085,31,70,2158.861344705336,2169.944678040687
153834085,32,71,2174.222455819603,2185.9377220263705
153834085,32,72,2186.9446664713323,2200.2293886975385
153835701,4,15,1410.917224333156,1413.2505576666445
153835701,4,15,1413.2713909996671,1418.4797243336216
153835701,4,15,1421.2297243340872,1423.5005576675758
153835701,4,16,1424.5630576680414,1436.833879429381
153835701,5,17,1437.97971276287,1450.1880460991524
153835701,5,18,1451.563046099618,1464.2713678628206
155662476,59,125,2910.259157210123,2916.742953508161
155662476,59,125,2916.9536016564816,2917.7707312861457
155662476,59,125,2917.77536091581,2923.347108602524
155662476,59,126,2923.5577567508444,2930.277664160356
155662476,59,126,2930.4883123086765,2936.6873863846995
155973055,59,125,2910.259157210123,2916.742953508161
155973055,59,125,2916.9536016564816,2917.7707312861457
155973055,59,125,2917.77536091581,2923.347108602524
155973055,59,126,2923.5577567508444,2930.277664160356
155973055,59,126,2930.4883123086765,2936.6873863846995
156710937,61,129,2962.7938563008797,2969.3332081544213
156710937,61,129,2969.543856302742,2975.1966225081123
156710937,61,130,2975.407270656433,2982.1896780659445
156710937,61,130,2982.400326214265,2988.2244002898224
156758257,6,19,1468.2713678642176,1477.0213678670116
156758257,6,20,1478.1047012005,1490.0421896306798
156810164,61,129,2962.7938563008797,2969.3332081544213
156810164,61,129,2969.543856302742,2975.1966225081123
156810164,61,130,2975.407270656433,2982.1896780659445
156810164,61,130,2982.400326214265,2988.2244002898224
156831398,61,129,2962.7938563008797,2969.3332081544213
156831398,61,129,2969.543856302742,2975.1966225081123
156831398,61,130,2975.407270656433,2982.1896780659445
156831398,61,130,2982.400326214265,2988.2244002898224
156836091,61,129,2962.7938563008797,2969.3332081544213
156836091,61,129,2969.543856302742,2975.1966225081123
156836091,61,130,2975.407270656433,2982.1896780659445
156836091,61,130,2982.400326214265,2988.2244002898224
156836265,61,129,2962.7938563008797,2969.3332081544213
156836265,61,129,2969.543856302742,2975.1966225081123
156836265,61,130,2975.407270656433,2982.1896780659445
156836265,61,130,2982.400326214265,2988.2244002898224
156843167,61,129,2962.7938563008797,2969.3332081544213
156843167,61,129,2969.543856302742,2975.1966225081123
156843167,61,130,2975.407270656433,2982.1896780659445
156843167,61,130,2982.400326214265,2988.2244002898224
156846362,61,129,2962.7938563008797,2969.3332081544213
156846362,61,129,2969.543856302742,2975.1966225081123
156846362,61,130,2975.407270656433,2982.1896780659445
156846362,61,130,2982.400326214265,2988.2244002898224
156933657,6,19,1468.2713678642176,1477.0213678670116
156933657,6,20,1478.1047012005,1490.0421896306798
156933657,7,21,1491.625522964634,1503.0213563013822
156933657,7,22,1504.7088563023135,1516.0838447315618
156933657,33,73,2201.729388698004,2213.86132157268
156933657,33,74,2215.430766017642,2227.5696549103595
156933657,34,75,2228.750210466329,2240.902976674028
156933657,34,76,2241.9863100075163,2254.062698900234
156943923,61,129,2962.7938563008797,2969.3332081544213
156943923,61,129,2969.543856302742,2975.1966225081123
156943923,61,130,2975.407270656433,2982.1896780659445
156943923,61,130,2982.400326214265,2988.2244002898224
156948827,61,129,2962.7938563008797,2969.3332081544213
156948827,61,129,2969.543856302742,2975.1966225081123
156948827,61,130,2975.407270656433,2982.1896780659445
156948827,61,130,2982.400326214265,2988.2244002898224
156989166,61,129,2962.7938563008797,2969.3332081544213
156989166,61,129,2969.543856302742,2975.1966225081123
156989166,61,130,2975.407270656433,2982.1896780659445
156989166,61,130,2982.400326214265,2988.2244002898224
156990832,61,129,2962.7938563008797,2969.3332081544213
156990832,61,129,2969.543856302742,2975.1966225081123
156990832,61,130,2975.407270656433,2982.1896780659445
156990832,61,130,2982.400326214265,2988.2244002898224
157007338,61,129,2962.7938563008797,2969.3332081544213
157007338,61,129,2969.543856302742,2975.1966225081123
157007338,61,130,2975.407270656433,2982.1896780659445
157007338,61,130,2982.400326214265,2988.2244002898224
157008175,61,129,2962.7938563008797,2969.3332081544213
157008175,61,129,2969.543856302742,2975.1966225081123
157008175,61,130,2975.407270656433,2982.1896780659445
157008175,61,130,2982.400326214265,2988.2244002898224
157039362,61,129,2962.7938563008797,2969.3332081544213
157039362,61,129,2969.543856302742,2975.1966225081123
157039362,61,130,2975.407270656433,2982.1896780659445
157039362,61,130,2982.400326214265,2988.2244002898224
157091587,61,129,2962.7938563008797,2969.3332081544213
157091587,61,129,2969.543856302742,2975.1966225081123
157091587,61,130,2975.407270656433,2982.1896780659445
157091587,61,130,2982.400326214265,2988.2244002898224
157126706,61,129,2962.7938563008797,2969.3332081544213
157126706,61,129,2969.543856302742,2975.1966225081123
157126706,61,130,2975.407270656433,2982.1896780659445
157126706,61,130,2982.400326214265,2988.2244002898224
157212164,7,21,1491.625522964634,1503.0213563013822
157212164,7,22,1504.7088563023135,1516.0838447315618
157212164,61,129,2962.7938563008797,2969.3332081544213
157212164,61,129,2969.543856302742,2975.1966225081123
157212164,61,130,2975.407270656433,2982.1896780659445
157212164,61,130,2982.400326214265,2988.2244002898224
157309606,61,129,2962.7938563008797,2969.3332081544213
157309606,61,129,2969.543856302742,2975.1966225081123
157309606,61,130,2975.407270656433,2982.1896780659445
157309606,61,130,2982.400326214265,2988.2244002898224
157316453,33,73,2201.729388698004,2213.86132157268
157316453,33,74,2215.430766017642,2227.5696549103595
157459952,34,75,2228.750210466329,2240.902976674028
157459952,34,76,2241.9863100075163,2254.062698900234
157460158,61,129,2962.7938563008797,2969.3332081544213
157460158,61,129,2969.543856302742,2975.1966225081123
157460158,61,130,2975.407270656433,2982.1896780659445
157460158,61,130,2982.400326214265,2988.2244002898224
157530079,61,129,2962.7938563008797,2969.3332081544213
157530079,61,129,2969.543856302742,2975.1966225081123
157530079,61,130,2975.407270656433,2982.1896780659445
157530079,61,130,2982.400326214265,2988.2244002898224
157571722,33,73,2201.729388698004,2213.86132157268
157571722,33,74,2215.430766017642,2227.5696549103595
158979332,11,29,1596.7713100183755,1609.6879766830243
158979332,11,30,1610.7921433495358,1623.875465106219
158979332,65,137,3068.7336248317733,3075.9674095525406
158979332,65,137,3076.178057700861,3083.47435399564
158979332,65,138,3083.685002143495,3087.4674095502123
158979332,65,138,3087.4697243650444,3090.252131771762
158979332,65,138,3090.462779919617,3096.58777991822
159153860,11,29,1596.7713100183755,1609.6879766830243
159153860,11,30,1610.7921433495358,1623.875465106219
159376787,11,29,1596.7713100183755,1609.6879766830243
159376787,11,30,1610.7921433495358,1623.875465106219
159376787,65,137,3068.7336248317733,3075.9674095525406
159376787,65,137,3076.178057700861,3083.47435399564
159376787,65,138,3083.685002143495,3087.4674095502123
159376787,65,138,3087.4697243650444,3090.252131771762
159376787,65,138,3090.462779919617,3096.58777991822
159421340,11,29,1596.7713100183755,1609.6879766830243
159421340,11,30,1610.7921433495358,1623.875465106219
159421340,38,83,2333.854319276754,2346.3334859414026
159421340,38,84,2347.2987637189217,2360.5487521416508
159537293,11,29,1596.7713100183755,1609.6879766830243
159537293,11,30,1610.7921433495358,1623.875465106219
160142472,4,15,1410.917224333156,1413.2505576666445
160142472,4,15,1413.2713909996671,1418.4797243336216
160142472,4,15,1421.2297243340872,1423.5005576675758
160142472,4,16,1424.5630576680414,1436.833879429381
160142472,5,17,1437.97971276287,1450.1880460991524
160142472,5,18,1451.563046099618,1464.2713678628206
160142472,31,69,2144.514134055469,2157.451622482855
160142472,31,70,2158.861344705336,2169.944678040687
160204059,10,27,1569.4379882598296,1581.771321593318
160204059,10,28,1582.771321593318,1595.667143351864
160204059,11,29,1596.7713100183755,1609.6879766830243
160204059,11,30,1610.7921433495358,1623.875465106219
160328683,32,71,2174.222455819603,2185.9377220263705
160328683,32,72,2186.9446664713323,2200.2293886975385
160328683,33,73,2201.729388698004,2213.86132157268
160328683,33,74,2215.430766017642,2227.5696549103595
160404487,11,29,1596.7713100183755,1609.6879766830243
160404487,11,30,1610.7921433495358,1623.875465106219
160404487,65,137,3068.7336248317733,3075.9674095525406
160404487,65,137,3076.178057700861,3083.47435399564
160404487,65,138,3083.685002143495,3087.4674095502123
160404487,65,138,3087.4697243650444,3090.252131771762
160404487,65,138,3090.462779919617,3096.58777991822
160417246,11,29,1596.7713100183755,1609.6879766830243
160417246,11,30,1610.7921433495358,1623.875465106219
160417246,38,83,2333.854319276754,2346.3334859414026
160417246,38,84,2347.2987637189217,2360.5487521416508
160444470,11,29,1596.7713100183755,1609.6879766830243
160444470,11,30,1610.7921433495358,1623.875465106219
160502580,11,29,1596.7713100183755,1609.6879766830243
160502580,11,30,1610.7921433495358,1623.875465106219
160502580,65,137,3068.7336248317733,3075.9674095525406
160502580,65,137,3076.178057700861,3083.47435399564
160502580,65,138,3083.685002143495,3087.4674095502123
160502580,65,138,3087.4697243650444,3090.252131771762
160502580,65,138,3090.462779919617,3096.58777991822
160504689,11,29,1596.7713100183755,1609.6879766830243
160504689,11,30,1610.7921433495358,1623.875465106219
160523545,64,135,3041.108636408113,3048.1132544633
160523545,64,135,3048.3239026116207,3054.752143351827
160523545,64,135,3054.754458166659,3055.078532240819
160523545,64,136,3055.289180388674,3062.21742112888
160523545,64,136,3062.428069277201,3068.029921127949
160600404,14,35,1683.3546086065471,1696.3754419358447
160600404,14,36,1697.3546086023562,1710.187930358108
160600404,15,37,1711.3754303576425,1723.85459702136
160600404,15,38,1724.9379303548485,1737.3962521119977
160600404,18,43,1790.6670622974634,1791.1045622974634
160600404,18,43,1791.375395630952,1802.4378956332805
160600404,18,44,1803.4587289667688,1815.0212173955515
160600404,19,45,1816.0837173955515,1827.9795507323
160600404,19,46,1828.9587173992768,1838.708705828525
160600404,19,46,1838.7295391620137,1841.1462058294564
160600404,20,47,1842.5003724964336,1854.854539167136
160600404,20,48,1856.3962058345787,1865.47952759685
160600404,20,48,1865.5003609303385,1868.8128609312696
160600404,21,49,1870.4378609317357,1883.9795276024377
160600404,21,50,1884.9170276029035,1892.5003493642437
160600404,21,50,1892.521182697732,1897.7711826986636
160600404,22,51,1899.312849366106,1909.4378493679687
160600404,22,51,1909.4795160349456,1911.9170160354115
160600404,22,51,1911.9378493684344,1912.5003493684344
160600404,22,52,1913.583682701923,1921.0420044623315
160600404,22,52,1921.06283779582,1926.4795044632629
160600404,25,57,1983.6461479780264,1995.6253030677328
160600404,25,58,1996.9169697337784,2009.2919697305188
160600404,26,59,2010.2711363970304,2022.187791485805
160600404,40,87,2390.652907225769,2404.395962776616
160600404,40,88,2405.3265183316544,2418.854284531437
160600404,41,89,2419.9862289754674,2432.5973400827497
160600404,41,90,2433.715395637788,2446.5764951715246
160600404,48,103,2607.930592414923,2621.625025289599
160600404,48,104,2623.041691956576,2635.986136403866
160600404,49,105,2637.4722475153394,2650.444458165672
160600404,49,106,2651.4166803881526,2664.3125137225725
160600404,52,111,2718.631935013924,2720.208312328439
160600404,52,111,2720.2152567729354,2730.29859010363
160600404,52,112,2731.444423436653,2743.0763678778894
160600404,53,113,2743.9930229703896,2755.9930229661986
160600404,53,114,2756.90968963271,2768.9791224994697
160600404,55,117,2797.0971664721146,2809.9582775798626
160600404,55,118,2810.867999801878,2824.2638215580955
160600404,59,125,2910.259157210123,2916.742953508161
160600404,59,125,2916.9536016564816,2917.7707312861457
160600404,59,125,2917.77536091581,2923.347108602524
160600404,59,126,2923.5577567508444,2930.277664160356
160600404,59,126,2930.4883123086765,2936.6873863846995
160600404,60,127,2936.89803453302,2943.703590090852
160600404,60,127,2943.914238238707,2949.766078518704
160600404,60,128,2949.9767266665585,2949.992930370383
160600404,60,128,2955.039226668421,2956.2429303727117
160600404,60,128,2956.453578520566,2962.5832081525587
161468577,64,135,3041.108636408113,3048.1132544633
161468577,64,135,3048.3239026116207,3054.752143351827
161468577,64,135,3054.754458166659,3055.078532240819
161468577,64,136,3055.289180388674,3062.21742112888
161468577,64,136,3062.428069277201,3068.029921127949
161476008,4,15,1410.917224333156,1413.2505576666445
161476008,4,15,1413.2713909996671,1418.4797243336216
161476008,4,15,1421.2297243340872,1423.5005576675758
161476008,4,16,1424.5630576680414,1436.833879429381
161476008,5,17,1437.97971276287,1450.1880460991524
161476008,5,18,1451.563046099618,1464.2713678628206
161476008,31,69,2144.514134055469,2157.451622482855
161476008,31,70,2158.861344705336,2169.944678040687
161476008,32,71,2174.222455819603,2185.9377220263705
161476008,32,72,2186.9446664713323,2200.2293886975385
161476011,4,15,1410.917224333156,1413.2505576666445
161476011,4,15,1413.2713909996671,1418.4797243336216
161476011,4,15,1421.2297243340872,1423.5005576675758
161476011,4,16,1424.5630576680414,1436.833879429381
161476011,32,71,2174.222455819603,2185.9377220263705
161476011,32,72,2186.9446664713323,2200.2293886975385
161576005,5,17,1437.97971276287,1450.1880460991524
161576005,5,18,1451.563046099618,1464.2713678628206
161576005,6,19,1468.2713678642176,1477.0213678670116
161576005,6,20,1478.1047012005,1490.0421896306798
161576005,31,69,2144.514134055469,2157.451622482855
161576005,31,70,2158.861344705336,2169.944678040687
161612652,4,15,1410.917224333156,1413.2505576666445
161612652,4,15,1413.2713909996671,1418.4797243336216
161612652,4,15,1421.2297243340872,1423.5005576675758
161612652,4,16,1424.5630576680414,1436.833879429381
161612652,6,19,1468.2713678642176,1477.0213678670116
161612652,6,20,1478.1047012005,1490.0421896306798
162024196,36,79,2280.902965109796,2292.8543424261734
162024196,36,80,2293.7918424261734,2305.9862868711352
162143408,10,27,1569.4379882598296,1581.771321593318
162143408,10,28,1582.771321593318,1595.667143351864
162143408,36,79,2280.902965109796,2292.8543424261734
162143408,36,80,2293.7918424261734,2305.9862868711352
162143408,37,81,2307.2362868711352,2319.0279419636354
162143408,37,82,2320.222386407666,2332.576553073246
162143408,63,133,3014.3632776099257,3021.187351684552
162143408,63,133,3021.3979998328723,3027.3910438148305
162143408,63,134,3027.601691963151,3034.0901178894565
162143408,63,134,3034.300766037777,3040.8979882597923
162582602,10,27,1569.4379882598296,1581.771321593318
162582602,10,28,1582.771321593318,1595.667143351864
162582602,63,133,3014.3632776099257,3021.187351684552
162582602,63,133,3021.3979998328723,3027.3910438148305
162582602,63,134,3027.601691963151,3034.0901178894565
162582602,63,134,3034.300766037777,3040.8979882597923
162582602,64,135,3041.108636408113,3048.1132544633
162582602,64,135,3048.3239026116207,3054.752143351827
162582602,64,135,3054.754458166659,3055.078532240819
162582602,64,136,3055.289180388674,3062.21742112888
162582602,64,136,3062.428069277201,3068.029921127949
163042241,10,27,1569.4379882598296,1581.771321593318
163042241,10,28,1582.771321593318,1595.667143351864
163042241,11,29,1596.7713100183755,1609.6879766830243
163042241,11,30,1610.7921433495358,1623.875465106219
163042241,37,81,2307.2362868711352,2319.0279419636354
163042241,37,82,2320.222386407666,2332.576553073246
163042241,64,135,3041.108636408113,3048.1132544633
163042241,64,135,3048.3239026116207,3054.752143351827
163042241,64,135,3054.754458166659,3055.078532240819
163042241,64,136,3055.289180388674,3062.21742112888
163042241,64,136,3062.428069277201,3068.029921127949
164592809,10,27,1569.4379882598296,1581.771321593318
164592809,10,28,1582.771321593318,1595.667143351864
164592809,64,135,3041.108636408113,3048.1132544633
164592809,64,135,3048.3239026116207,3054.752143351827
164592809,64,135,3054.754458166659,3055.078532240819
164592809,64,136,3055.289180388674,3062.21742112888
164592809,64,136,3062.428069277201,3068.029921127949
165124012,3,13,1381.7089025736786,1382.5214025736786
165124012,3,13,1382.6047359071672,1383.62556924019
165124012,3,13,1383.6672359071672,1384.2714025736786
165124012,3,13,1384.31306924019,1385.87556924019
165124012,3,13,1385.93806924019,1395.4380692397244
165124012,3,13,1395.583902573213,1396.458902573213
165124012,3,13,1396.5005692397244,1396.5630692397244
165124012,3,14,1396.646402573213,1409.3755576661788
165124012,4,15,1410.917224333156,1413.2505576666445
165124012,4,15,1413.2713909996671,1418.4797243336216
165124012,4,15,1421.2297243340872,1423.5005576675758
165124012,4,16,1424.5630576680414,1436.833879429381
165124012,30,67,2115.882201184518,2129.139134054538
165124012,30,68,2130.208578499034,2143.222467388492
165124012,31,69,2144.514134055469,2157.451622482855
165124012,31,70,2158.861344705336,2169.944678040687
165590041,64,135,3041.108636408113,3048.1132544633
165590041,64,135,3048.3239026116207,3054.752143351827
165590041,64,135,3054.754458166659,3055.078532240819
165590041,64,136,3055.289180388674,3062.21742112888
165590041,64,136,3062.428069277201,3068.029921127949
165823257,11,29,1596.7713100183755,1609.6879766830243
165823257,11,30,1610.7921433495358,1623.875465106219
165823257,64,135,3041.108636408113,3048.1132544633
165823257,64,135,3048.3239026116207,3054.752143351827
165823257,64,135,3054.754458166659,3055.078532240819
165823257,64,136,3055.289180388674,3062.21742112888
165823257,64,136,3062.428069277201,3068.029921127949
165909066,10,27,1569.4379882598296,1581.771321593318
165909066,10,28,1582.771321593318,1595.667143351864
165909066,11,29,1596.7713100183755,1609.6879766830243
165909066,11,30,1610.7921433495358,1623.875465106219
165909066,37,81,2307.2362868711352,2319.0279419636354
165909066,37,82,2320.222386407666,2332.576553073246
165909066,64,135,3041.108636408113,3048.1132544633
165909066,64,135,3048.3239026116207,3054.752143351827
165909066,64,135,3054.754458166659,3055.078532240819
165909066,64,136,3055.289180388674,3062.21742112888
165909066,64,136,3062.428069277201,3068.029921127949
166302995,38,83,2333.854319276754,2346.3334859414026
166302995,38,84,2347.2987637189217,2360.5487521416508
166527623,11,29,1596.7713100183755,1609.6879766830243
166527623,11,30,1610.7921433495358,1623.875465106219
166527623,38,83,2333.854319276754,2346.3334859414026
166527623,38,84,2347.2987637189217,2360.5487521416508
166527623,64,135,3041.108636408113,3048.1132544633
166527623,64,135,3048.3239026116207,3054.752143351827
166527623,64,135,3054.754458166659,3055.078532240819
166527623,64,136,3055.289180388674,3062.21742112888
166527623,64,136,3062.428069277201,3068.029921127949
166558572,11,29,1596.7713100183755,1609.6879766830243
166558572,11,30,1610.7921433495358,1623.875465106219
166577188,11,29,1596.7713100183755,1609.6879766830243
166577188,11,30,1610.7921433495358,1623.875465106219
166577188,38,83,2333.854319276754,2346.3334859414026
166577188,38,84,2347.2987637189217,2360.5487521416508
167119957,6,19,1468.2713678642176,1477.0213678670116
167119957,6,20,1478.1047012005,1490.0421896306798
167119957,28,63,2061.847502121236,2073.958601654973
167119957,28,64,2075.1530460990034,2087.0974905407056
167119957,31,69,2144.514134055469,2157.451622482855
167119957,31,70,2158.861344705336,2169.944678040687
167119957,32,71,2174.222455819603,2185.9377220263705
167119957,32,72,2186.9446664713323,2200.2293886975385
167119957,33,73,2201.729388698004,2213.86132157268
167119957,33,74,2215.430766017642,2227.5696549103595
167119957,37,81,2307.2362868711352,2319.0279419636354
167119957,37,82,2320.222386407666,2332.576553073246
167123841,9,25,1543.2296664975584,1555.542166499421
167123841,9,26,1556.729666499421,1568.458821593318
167123841,11,29,1596.7713100183755,1609.6879766830243
167123841,11,30,1610.7921433495358,1623.875465106219
167344029,2,11,1354.1047474853694,1367.1464141495526
167344029,2,12,1368.6047359085642,1381.5005692406558
167344029,3,13,1381.7089025736786,1382.5214025736786
167344029,3,13,1382.6047359071672,1383.62556924019
167344029,3,13,1383.6672359071672,1384.2714025736786
167344029,3,13,1384.31306924019,1385.87556924019
167344029,3,13,1385.93806924019,1395.4380692397244
167344029,3,13,1395.583902573213,1396.458902573213
167344029,3,13,1396.5005692397244,1396.5630692397244
167344029,3,14,1396.646402573213,1409.3755576661788
167344029,4,15,1410.917224333156,1413.2505576666445
167344029,4,15,1413.2713909996671,1418.4797243336216
167344029,4,15,1421.2297243340872,1423.5005576675758
167344029,4,16,1424.5630576680414,1436.833879429381
167344029,5,17,1437.97971276287,1450.1880460991524
167344029,5,18,1451.563046099618,1464.2713678628206
167344029,6,19,1468.2713678642176,1477.0213678670116
167344029,6,20,1478.1047012005,1490.0421896306798
167344029,7,21,1491.625522964634,1503.0213563013822
167344029,7,22,1504.7088563023135,1516.0838447315618
167344029,8,23,1517.354678065516,1529.0630114017986
167344029,8,24,1530.2713447352871,1531.7296780692411
167344029,8,24,1535.0005114031956,1542.0004998305812
167344029,9,25,1543.2296664975584,1555.542166499421
167344029,9,26,1556.729666499421,1568.458821593318
167344029,10,27,1569.4379882598296,1581.771321593318
167344029,10,28,1582.771321593318,1595.667143351864
167344029,12,31,1624.958798439242,1638.9796317690052
167344029,12,32,1640.0421317685395,1652.875453523826
167344029,13,33,1653.9171201903373,1667.6879535191692
167344029,13,34,1668.6254535187036,1682.3546086070128
167344029,27,61,2036.2780692591327,2048.125279903412
167344029,27,62,2049.1530576804653,2060.6391687882133
167344029,29,65,2088.2363794292323,2101.375256741885
167344029,29,66,2102.326645630412,2114.430812295992
167344029,30,67,2115.882201184518,2129.139134054538
167344029,30,68,2130.208578499034,2143.222467388492
167344029,31,69,2144.514134055469,2157.451622482855
167344029,31,70,2158.861344705336,2169.944678040687
167344029,32,71,2174.222455819603,2185.9377220263705
167344029,32,72,2186.9446664713323,2200.2293886975385
167344029,33,73,2201.729388698004,2213.86132157268
167344029,33,74,2215.430766017642,2227.5696549103595
167344029,34,75,2228.750210466329,2240.902976674028
167344029,34,76,2241.9863100075163,2254.062698900234
167344029,35,77,2254.9863100117072,2266.1043539959937
167344029,35,77,2266.3751873290166,2267.146020662505
167344029,35,78,2268.583520662971,2279.979353998322
167344029,36,79,2280.902965109796,2292.8543424261734
167344029,36,80,2293.7918424261734,2305.9862868711352
167344029,37,81,2307.2362868711352,2319.0279419636354
167344029,37,82,2320.222386407666,2332.576553073246
167344029,39,85,2361.770974363666,2374.8543076934293
167344029,39,86,2375.86125213746,2389.715407225769
167344029,61,129,2962.7938563008797,2969.3332081544213
167344029,61,129,2969.543856302742,2975.1966225081123
167344029,61,130,2975.407270656433,2982.1896780659445
167344029,61,130,2982.400326214265,2988.2244002898224
