TIC,Sector,Orbit,Start_BTJD,End_BTJD
7242537,3,13,1381.7089025736786,1382.5214025736786
7242537,3,13,1382.6047359071672,1383.62556924019
7242537,3,13,1383.6672359071672,1384.2714025736786
7242537,3,13,1384.31306924019,1385.87556924019
7242537,3,13,1385.93806924019,1395.4380692397244
7242537,3,13,1395.583902573213,1396.458902573213
7242537,3,13,1396.5005692397244,1396.5630692397244
7242537,3,14,1396.646402573213,1409.3755576661788
7491381,4,15,1410.917224333156,1413.2505576666445
7491381,4,15,1413.2713909996671,1418.4797243336216
7491381,4,15,1421.2297243340872,1423.5005576675758
7491381,4,16,1424.5630576680414,1436.833879429381
7491381,5,17,1437.97971276287,1450.1880460991524
7491381,5,18,1451.563046099618,1464.2713678628206
7491381,6,19,1468.2713678642176,1477.0213678670116
7491381,6,20,1478.1047012005,1490.0421896306798
7491381,31,69,2144.514134055469,2157.451622482855
7491381,31,70,2158.861344705336,2169.944678040687
7491381,32,71,2174.222455819603,2185.9377220263705
7491381,32,72,2186.9446664713323,2200.2293886975385
7491381,33,73,2201.729388698004,2213.86132157268
7491381,33,74,2215.430766017642,2227.5696549103595
7586485,4,15,1410.917224333156,1413.2505576666445
7586485,4,15,1413.2713909996671,1418.4797243336216
7586485,4,15,1421.2297243340872,1423.5005576675758
7586485,4,16,1424.5630576680414,1436.833879429381
7586485,5,17,1437.97971276287,1450.1880460991524
7586485,5,18,1451.563046099618,1464.2713678628206
7586485,31,69,2144.514134055469,2157.451622482855
7586485,31,70,2158.861344705336,2169.944678040687
7586485,32,71,2174.222455819603,2185.9377220263705
7586485,32,72,2186.9446664713323,2200.2293886975385
7652166,5,17,1437.97971276287,1450.1880460991524
7652166,5,18,1451.563046099618,1464.2713678628206
7652962,4,15,1410.917224333156,1413.2505576666445
7652962,4,15,1413.2713909996671,1418.4797243336216
7652962,4,15,1421.2297243340872,1423.5005576675758
7652962,4,16,1424.5630576680414,1436.833879429381
7652962,5,17,1437.97971276287,1450.1880460991524
7652962,5,18,1451.563046099618,1464.2713678628206
7652962,31,69,2144.514134055469,2157.451622482855
7652962,31,70,2158.861344705336,2169.944678040687
7652962,32,71,2174.222455819603,2185.9377220263705
7652962,32,72,2186.9446664713323,2200.2293886975385
7785194,4,15,1410.917224333156,1413.2505576666445
