Sector,Orbit,Start Time,End Time,valid,Start_BTJD,End_BTJD
98,204,2025-11-02 12:29:20,2025-11-08 18:49:19,True,3982.021171094384,3988.2850484102964
99,205,2025-11-08 23:49:19,2025-11-16 02:29:19,True,3988.493381743785,3995.6044928561896
99,205,2025-11-16 07:29:19,2025-11-23 07:02:39,True,3995.812826189678,4002.7943076724187
99,206,2025-11-23 12:05:59,2025-11-30 07:39:18,True,4003.0049558207393,4009.8197590634227
99,206,2025-11-30 12:39:18,2025-12-07 09:09:18,True,4010.0280923969112,4016.8822590652853
100,207,2025-12-07 14:09:18,2025-12-14 19:22:38,True,4017.090592398774,4024.3081849934533
100,207,2025-12-15 00:25:58,2025-12-22 02:02:38,True,4024.518833141774,4031.5859627737664
100,208,2025-12-22 07:05:58,2025-12-29 03:02:37,True,4031.7966109216213,4038.627617868595
100,208,2025-12-29 08:05:57,2026-01-05 09:32:37,True,4038.8382660169154,4045.8984512044117
101,209,2026-01-05 14:35:57,2026-01-12 03:19:17,True,4046.1090993522666,4052.639191946946
101,209,2026-01-12 08:22:37,2026-01-15 05:42:37,True,4052.8498400952667,4055.7387289851904
101,210,2026-01-22 12:15:56,2026-01-26 16:32:36,True,4063.011865561828,4067.190106303431
101,210,2026-01-26 21:35:56,2026-02-02 06:39:16,True,4067.4007544517517,4073.7780692684464
102,211,2026-02-02 11:42:36,2026-02-09 05:02:36,True,4073.988717416767,4080.710939640645
102,211,2026-02-09 08:42:36,2026-02-15 18:32:35,True,4080.8637174186297,4087.2734280684963
102,212,2026-02-15 23:35:55,2026-02-22 14:32:35,True,4087.484076216817,4094.106761403382
102,212,2026-02-22 19:35:55,2026-02-27 17:22:35,True,4094.3174095517024,4099.224816959817
102,212,2026-02-27 18:15:55,2026-02-28 23:09:15,True,4099.26185399713,4100.465557700954
103,213,2026-03-01 04:12:35,2026-03-07 13:19:15,True,4100.676205849275,4107.05583547987
103,213,2026-03-07 18:22:35,2026-03-14 00:52:34,True,4107.266483627725,4113.537305388134
103,214,2026-03-14 05:55:54,2026-03-20 13:02:34,True,4113.747953535989,4120.044249833096
103,214,2026-03-20 18:05:54,2026-03-27 07:19:14,True,4120.254897981416,4126.805823907722
