TIC,waiting_time_type,t_prev_btjd,t_curr_btjd,exposure_days,calendar_days,unobserved_days,overlaps_corrupted_orbit,match_type_curr
5621550,initial,2988.435048438143,3009.2445406156107,20.1775477325059,20.809492177467746,0.6319444449618459,False,exact
5621550,final_censored,3009.2445406156107,3014.152629461605,4.908088845994371,4.908088845994371,0.0,False,
5805037,initial,2474.166761370376,2475.83887895302,1.6721175826437502,1.6721175826437502,0.0,False,exact
5805037,interevent,2475.83887895302,2478.087714839496,2.248835886476172,2.248835886476172,0.0,False,exact
5805037,interevent,2478.087714839496,2478.4502504961747,0.362535656678574,0.362535656678574,0.0,False,exact
5805037,interevent,2478.4502504961747,2478.543315181243,0.09306468506838428,0.09306468506838428,0.0,False,exact
5805037,interevent,2478.543315181243,2478.5530383566947,0.009723175451654242,0.009723175451654242,0.0,False,exact
5805037,interevent,2478.5530383566947,2478.7308335473417,0.17779519064697524,0.17779519064697524,0.0,False,exact
5805037,interevent,2478.7308335473417,2484.30358379838,5.572750251038087,5.572750251038087,0.0,False,exact
5805037,interevent,2484.30358379838,2494.287848202106,8.928708848222868,9.984264403726229,1.0555555555033607,False,exact
5805037,interevent,2494.287848202106,2503.552537598275,7.9660782851615295,9.26468939616916,1.2986111110076308,False,exact
5805037,interevent,2503.552537598275,2510.943385659043,7.390848060767894,7.390848060767894,0.0,False,exact
5805037,interevent,2510.943385659043,2519.5342705245475,7.104785328508115,8.59088486550445,1.4860995369963348,False,exact
5805037,final_censored,2519.5342705245475,2524.4375715572387,4.903301032691161,4.903301032691161,0.0,False,
5884824,initial,2474.166761370376,2487.392737070857,12.17042014497747,13.22597570048083,1.0555555555033607,False,exact
5884824,interevent,2487.392737070857,2495.461545265244,8.068808194386747,8.068808194386747,0.0,False,exact
5884824,interevent,2495.461545265244,2503.409456171957,6.649299795705701,7.947910906713332,1.2986111110076308,False,exact
5884824,interevent,2503.409456171957,2534.976740559393,29.01174040594333,31.567284387435848,2.5555439814925194,False,exact
5884824,final_censored,2534.976740559393,2550.625059989281,14.48859720740711,15.648319429888033,1.159722222480923,False,
6743104,initial,2474.166761370376,2476.5539979243304,2.3872365539541534,2.3872365539541534,0.0,False,exact
6743104,interevent,2476.5539979243304,2484.418649343489,7.86465141915869,7.86465141915869,0.0,False,exact
6743104,interevent,2484.418649343489,2485.0270387097626,0.6083893662735136,0.6083893662735136,0.0,False,exact
6743104,interevent,2485.0270387097626,2492.912514137942,6.829919872675873,7.885475428179234,1.0555555555033607,False,exact
6743104,interevent,2492.912514137942,2495.8099985266617,2.8974843887199313,2.8974843887199313,0.0,False,exact
6743104,interevent,2495.8099985266617,2497.7976708643428,1.9876723376810332,1.9876723376810332,0.0,False,exact
6743104,interevent,2497.7976708643428,2522.8385030650243,22.25612155267754,25.040832200681507,2.7847106480039656,False,exact
6743104,interevent,2522.8385030650243,2528.2749212635345,4.366973754013998,5.436418198510182,1.0694444444961846,False,exact
6743104,interevent,2528.2749212635345,2530.055576951725,1.7806556881905635,1.7806556881905635,0.0,False,exact
6743104,interevent,2530.055576951725,2535.2530505098484,5.19747355812342,5.19747355812342,0.0,False,exact
6743104,interevent,2535.2530505098484,2543.8575503730244,7.444777640695065,8.604499863175988,1.159722222480923,False,exact
6743104,interevent,2543.8575503730244,2543.9811654357104,0.12361506268598532,0.12361506268598532,0.0,False,exact
6743104,interevent,2543.9811654357104,2546.809023604458,2.8278581687477526,2.8278581687477526,0.0,False,exact
6743104,interevent,2546.809023604458,2547.075696847807,0.2666732433490324,0.2666732433490324,0.0,False,exact
6743104,final_censored,2547.075696847807,2550.625059989281,3.5493631414738047,3.5493631414738047,0.0,False,
6743108,initial,2474.166761370376,2476.555386925762,2.3886255553857154,2.3886255553857154,0.0,False,exact
6743108,interevent,2476.555386925762,2484.421427350777,7.866040425014944,7.866040425014944,0.0,False,exact
6743108,interevent,2484.421427350777,2485.033983763372,0.6125564125950405,0.6125564125950405,0.0,False,exact
6743108,interevent,2485.033983763372,2495.8099985010504,9.720459182175091,10.776014737678452,1.0555555555033607,False,exact
6743108,interevent,2495.8099985010504,2497.797670838964,1.9876723379138639,1.9876723379138639,0.0,False,exact
6743108,interevent,2497.797670838964,2517.435371049811,16.85993400733878,19.63770021084656,2.777766203507781,False,exact
