,TIC,T_peak,T_start,T_end,Amplitude,ED,Primary_or_Secondary,Num_Points,Num_Abv_Threshold,Amp_Sigma
66,436998675.0,3055.4917115172807,3055.484766952138,3055.511156299542,0.00676907048314912,9.396816685877036,primary,19,11,5.868746771572333
67,436998675.0,3055.804216819031,3055.793105523929,3055.829217231845,0.004892659962989487,10.662244583129251,primary,26,13,4.241909200631855
68,436998675.0,3058.5875891032106,3058.5625888005256,3058.601478159922,0.013777074062735206,31.088054984041115,primary,27,25,11.944647219831436
69,436998675.0,3058.9112040679142,3058.9098151628955,3058.9209264042124,0.0043072121205642855,3.252910706637684,primary,8,6,3.7343291505038403
70,436998675.0,3063.9681950748222,3063.966806176322,3063.982084059355,0.011017773476338588,5.7612242648009016,primary,11,5,9.552348831370992
71,313934186.0,2096.91437760577,2096.911599811973,2096.919933193826,0.04045810638891001,16.902183962854096,primary,6,3,5.223057527922282
72,127311608.0,1603.313216300526,1603.310438472707,1603.3271054410209,0.008219296791878827,7.344220601118052,primary,11,7,5.475280884300999
73,127311608.0,1609.2202420335527,1609.2188531345444,1609.2396866238626,0.012351218038697986,11.138919084515678,primary,15,10,8.227758376110206
74,127311608.0,1609.3382984483503,1609.3327428537134,1609.3494096366946,0.005927202325957115,5.359812630415824,primary,12,4,3.9484031802773054
75,127311608.0,1618.4035701607115,1618.3994035125809,1618.4160701051048,0.005783584585479451,5.915122824929795,primary,12,5,3.8527322866479605
76,127311608.0,1619.7855072300588,1619.7813405893783,1619.7924516310375,0.006908515901882906,4.457278579405761,primary,8,5,4.602104780282839
77,127311608.0,1620.7132785634578,1620.7118896854038,1620.7271673463235,0.009671675037167704,7.456254524777417,primary,11,7,6.442782003260721
78,127311608.0,1620.746611641405,1620.736889494097,1620.782722474062,0.01660538064378847,31.997524903580565,primary,33,26,11.061666894096165
79,127311608.0,1621.8313245832207,1621.8257690803196,1621.8368800861233,0.005758963123112304,3.8291302689800175,primary,8,4,3.836330710496631
80,209241947.0,2345.3484310144736,2345.3359310013984,2345.4039866254448,0.07304399741568424,164.86582382065282,primary,47,41,15.549526155387419
81,209241947.0,2349.3275816187142,2349.32341497951,2349.3359148980553,0.04240071610190088,25.110704634090492,primary,8,7,9.026217996827414
82,209241947.0,2352.0636721829387,2352.0608944292107,2352.0817275805293,0.031895239314415846,27.200816565381004,primary,15,9,6.789823606304398
83,282051790.0,3098.58398231556,3098.5798156744554,3098.595093358193,0.013421458288981558,10.401048142382141,primary,11,9,8.504694912281355
84,282051790.0,3100.8297978383503,3100.821464583615,3100.874241862202,0.012469608980960167,28.45350672308395,primary,38,25,7.901542274699949
85,282051790.0,3119.9711995345465,3119.9642552193964,3119.9753661236114,0.008821430636352323,6.101296520853727,primary,8,8,5.589823001098146
