TIC,n_flares,n_primary,n_secondary,first_flare_btjd,last_flare_btjd,n_observed_sectors,has_gap_fallback_sector,exposure_days,obs_start_btjd,obs_end_btjd,flare_rate_per_day
14109537,2,2,0,2470.194293260724,2476.7393283145675,2,False,48.20831018034323,2447.687606282532,2498.888972017914,0.041486623209114115
14109888,2,2,0,2488.0097024843485,2519.2240778790747,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.04307509299733765
14112924,1,1,0,2453.456626632152,2453.456626632152,1,False,24.541655088308744,2447.687606282532,2473.159816926345,0.040747048086271255
14155535,1,1,0,2454.26502365458,2454.26502365458,1,False,24.541655088308744,2447.687606282532,2473.159816926345,0.040747048086271255
14155762,5,5,0,2449.6173387981216,2488.9320308804504,2,False,48.20831018034323,2447.687606282532,2498.888972017914,0.1037165580227853
14156573,7,7,0,2455.360913741433,2521.457487923897,3,False,70.97219907166391,2447.687606282532,2524.4375715572387,0.09863016915865572
14157808,5,5,0,2448.0017978642013,2520.637986993237,3,False,70.97219907166391,2447.687606282532,2524.4375715572387,0.07045012082761123
14158303,8,8,0,2453.85100822148,2516.0267042261075,3,False,70.97219907166391,2447.687606282532,2524.4375715572387,0.11272019332417797
14158619,1,1,0,2463.0908028884,2463.0908028884,1,False,24.541655088308744,2447.687606282532,2473.159816926345,0.040747048086271255
14177685,1,1,0,2482.098113490541,2482.098113490541,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.042253541791656524
14179884,1,1,0,2488.4194030006797,2488.4194030006797,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.042253541791656524
14225672,1,1,0,2523.6019617501142,2523.6019617501142,1,False,22.763888891320676,2500.1875831289217,2524.4375715572387,0.04392922513258602
14226320,8,8,0,2466.843884730322,2521.4435649053657,3,False,70.97219907166391,2447.687606282532,2524.4375715572387,0.11272019332417797
14226607,1,1,0,2508.9457828651584,2508.9457828651584,1,False,22.763888891320676,2500.1875831289217,2524.4375715572387,0.04392922513258602
14226920,3,3,0,2452.8397736640177,2490.9473846763985,2,False,48.20831018034323,2447.687606282532,2498.888972017914,0.06222993481367118
14251565,1,1,0,2465.8785219701867,2465.8785219701867,1,False,24.541655088308744,2447.687606282532,2473.159816926345,0.040747048086271255
14252394,2,2,0,2477.429551136001,2508.31239201412,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.04307509299733765
14252825,1,1,0,2480.992359426863,2480.992359426863,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.042253541791656524
14254194,1,1,0,2515.619734610425,2515.619734610425,1,False,22.763888891320676,2500.1875831289217,2524.4375715572387,0.04392922513258602
14255769,2,2,0,2476.7211379699093,2505.387217297819,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.04307509299733765
14282584,4,4,0,2480.093730064744,2515.733633832884,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.0861501859946753
14285398,3,3,0,2481.2757137350386,2503.759346135087,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.06461263949600649
14330418,1,1,0,2514.3627104694674,2514.3627104694674,1,False,22.763888891320676,2500.1875831289217,2524.4375715572387,0.04392922513258602
15363163,8,7,1,3050.6645190872173,3059.5339623148197,1,False,26.287025460507266,3041.108636408113,3068.029921127949,0.30433264547253275
15444490,16,15,1,1572.1923803084594,3059.644899792926,4,False,101.66199073195412,1569.4379882598296,3068.029921127949,0.15738428772446736
15446998,5,5,0,1578.7579105155746,1620.646604966301,2,False,51.22914351336658,1569.4379882598296,1623.875465106219,0.09760069478216853
15523450,2,2,0,3050.4812764658923,3057.618779930081,1,False,26.287025460507266,3041.108636408113,3068.029921127949,0.07608316136813319
15760655,3,2,1,2515.4738128248105,2520.872657562812,1,False,22.763888891320676,2500.1875831289217,2524.4375715572387,0.13178767539775807
15815612,3,3,0,2484.1689530498093,2519.565684483553,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.06461263949600649
15934387,3,3,0,2489.3609660117786,2507.5039130383625,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.06461263949600649
16004519,2,1,1,2476.727856190618,2476.784805964817,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.08450708358331305
17336502,2,2,0,2479.418169419478,2483.5101976791034,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.08450708358331305
17387985,1,1,0,2475.990044059481,2475.990044059481,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.042253541791656524
17509396,2,2,0,1631.7604254013363,1647.539893831692,1,False,26.854155085049797,1624.958798439242,1652.875453523826,0.0744763703667384
19330721,3,2,0,2482.287831200005,2523.275988642016,2,False,46.430543983355165,2474.166761370376,2524.4375715572387,0.06461263949600649
19400360,1,1,0,2479.3430807107666,2479.3430807107666,1,False,23.66665509203449,2474.166761370376,2498.888972017914,0.042253541791656524
20096356,37,37,0,1438.1409513020062,2227.110343531413,4,False,94.87495373282604,1437.97971276287,2227.5696549103595,0.38998701495227467
20308433,14,11,2,2475.053450363492,2547.9644964107865,3,False,70.38886574842036,2474.166761370376,2550.625059989281,0.198895093011414
20308434,13,11,2,2475.0548397960165,2547.9561629638133,3,False,70.38886574842036,2474.166761370376,2550.625059989281,0.18468830065345584
21011493,2,2,0,3058.3021022596904,3059.7104280342014,1,False,26.287025460507266,3041.108636408113,3068.029921127949,0.07608316136813319
21112004,1,1,0,3056.031257144762,3056.031257144762,1,False,26.287025460507266,3041.108636408113,3068.029921127949,0.038041580684066593
21540586,25,23,2,1440.2536078205403,2220.596453100338,4,False,94.87495373282604,1437.97971276287,2227.5696549103595,0.263504739832618
21627442,2,2,0,1472.8592145737432,1475.3217009444768,1,False,20.68748843297385,1468.2713678642176,1490.0421896306798,0.09667679121512855
21717652,1,1,0,1445.7341597869106,1445.7341597869106,1,False,24.91665509948507,1437.97971276287,1464.2713678628206,0.040133797895716194
